"PerformanceID","EmployeeID","ReviewDate","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken","WorkLifeBalance","SelfRating","ManagerRating","DataQualityStatus"
"PR3856","61E2-6540","4/8/2020","3","2","3","3","1","5","3","3","Valid"
"PR3857","AEDB-BB62","4/9/2020","5","3","2","3","2","5","5","5","Valid"
"PR3858","F430-0404","4/9/2020","3","4","5","2","1","2","3","3","Valid"
"PR3859","8733-BC3C","4/9/2020","4","4","3","2","2","3","5","4","Valid"
"PR386","5605-237E","8/26/2014","3","2","4","1","1","5","5","5","Valid"
"PR3860","0BAF-7454","4/9/2020","3","3","4","2","2","5","3","2","Valid"
"PR3861","152E-8DB1","4/10/2020","5","2","4","1","1","4","3","3","Valid"
"PR3862","1A7C-19DB","4/10/2020","5","4","4","1","1","2","3","2","Valid"
"PR3863","489B-14EC","4/10/2020","3","5","4","1","1","2","4","4","Valid"
"PR3864","D7F8-1775","4/10/2020","3","4","3","1","1","4","5","5","Valid"
"PR3865","52CC-3E9E","4/11/2020","5","3","4","1","0","5","4","4","Valid"
"PR3866","A531-8159","4/11/2020","3","5","2","1","1","3","3","2","Valid"
"PR3867","21C8-00EC","4/11/2020","5","2","5","3","2","3","5","5","Valid"
"PR3868","8373-07C6","4/11/2020","5","5","4","3","0","4","3","3","Valid"
"PR3869","C5C2-985F","4/12/2020","3","5","2","2","2","2","5","4","Valid"
"PR387","4FD5-CC71","8/28/2014","4","3","4","2","0","5","4","3","Valid"
"PR3870","CDFB-6A08","4/12/2020","5","5","4","1","1","5","3","2","Valid"
"PR3871","5C03-1009","4/12/2020","5","4","5","2","2","4","3","3","Valid"
"PR3872","E899-A860","4/12/2020","4","3","4","3","2","5","3","3","Valid"
"PR3873","EE91-1A9C","4/13/2020","5","2","5","2","1","4","4","4","Valid"
"PR3874","7CFC-C4DA","4/13/2020","3","3","5","2","1","4","3","3","Valid"
"PR3875","CF2F-8CA3","4/13/2020","5","4","3","2","1","2","4","3","Valid"
"PR3876","AC19-7EE7","4/14/2020","5","2","4","3","2","5","5","4","Valid"
"PR3877","7A98-768E","4/15/2020","5","3","4","2","0","3","4","4","Valid"
"PR3878","C3C0-349E","4/15/2020","4","3","3","2","2","4","3","3","Valid"
"PR3879","96F4-896C","4/15/2020","3","3","5","2","1","3","3","3","Valid"
"PR388","7A1F-F1A3","8/30/2014","5","5","5","2","1","4","5","5","Valid"
"PR3880","B52E-BF41","4/15/2020","4","3","3","3","0","4","5","4","Valid"
"PR3881","5D69-D350","4/16/2020","4","2","2","1","1","2","3","3","Valid"
"PR3882","4BE1-4A7B","4/16/2020","3","4","3","2","2","4","4","4","Valid"
"PR3883","10E9-4C86","4/16/2020","5","2","2","2","0","4","3","3","Valid"
"PR3884","6661-FA04","4/16/2020","4","4","4","3","1","2","4","4","Valid"
"PR3885","AB81-A3A0","4/17/2020","4","5","2","2","2","5","4","3","Valid"
"PR3886","9D01-8A02","4/17/2020","5","5","3","1","1","2","4","4","Valid"
"PR3887","6151-4A92","4/17/2020","3","2","5","2","1","4","5","4","Valid"
"PR3888","6BE1-09FB","4/17/2020","3","2","3","3","2","4","4","4","Valid"
"PR3889","EE7E-F5AC","4/17/2020","3","2","4","2","2","3","3","2","Valid"
"PR389","2DD1-FD7F","9/3/2014","5","4","4","2","1","4","5","4","Valid"
"PR3890","FD3F-5255","4/18/2020","4","5","4","1","1","4","3","2","Valid"
"PR3891","C661-6A1C","4/19/2020","5","2","3","2","0","5","3","2","Valid"
"PR3892","C025-B8B6","4/19/2020","3","3","2","1","1","2","5","5","Valid"
"PR3893","5BDE-7102","4/19/2020","5","2","2","2","1","3","4","4","Valid"
"PR3894","9528-AA17","4/20/2020","3","3","2","1","1","4","3","3","Valid"
"PR3895","F9C6-39E2","4/20/2020","3","3","5","1","1","3","3","3","Valid"
"PR3896","4188-C61D","4/21/2020","5","4","4","2","0","3","5","5","Valid"
"PR3897","DFE3-6FA7","4/21/2020","3","5","3","1","1","5","4","3","Valid"
"PR3898","7335-4656","4/21/2020","3","2","2","1","0","3","3","3","Valid"
"PR3899","ACF7-5B99","4/21/2020","5","2","5","2","0","2","4","4","Valid"
"PR39","D7EE-56FC","2/3/2013","5","5","3","3","0","3","5","5","Valid"
"PR390","39A2-9B0A","9/5/2014","3","4","3","3","2","3","5","5","Valid"
"PR3900","E503-C500","4/21/2020","5","2","5","3","1","4","5","4","Valid"
"PR3901","49B2-0364","4/22/2020","5","3","4","3","1","3","4","3","Valid"
"PR3902","920B-7B40","4/22/2020","3","4","3","2","2","3","5","4","Valid"
"PR3903","A11D-324A","4/22/2020","5","2","5","3","1","5","4","4","Valid"
"PR3904","D754-4CDF","4/22/2020","3","4","4","2","2","2","5","5","Valid"
"PR3905","B5C6-A760","4/22/2020","5","3","4","3","0","3","5","4","Valid"
"PR3906","51A4-EA6E","4/23/2020","5","5","4","1","0","5","3","2","Valid"
"PR3907","A4A4-F49C","4/23/2020","5","4","3","2","1","5","3","3","Valid"
"PR3908","23FC-93A5","4/23/2020","4","5","5","3","2","4","4","3","Valid"
"PR3909","924E-1035","4/23/2020","5","3","5","1","1","5","3","3","Valid"
"PR391","D014-7DB2","9/9/2014","3","4","4","3","1","1","4","4","Valid"
"PR3910","1147-7E2F","4/24/2020","4","2","2","1","0","2","5","5","Valid"
"PR3911","A31A-A90C","4/24/2020","4","3","3","2","1","4","3","2","Valid"
"PR3912","B8C3-5E0A","4/24/2020","3","3","2","3","1","5","4","3","Valid"
"PR3913","0626-7020","4/24/2020","3","5","4","2","1","4","5","5","Valid"
"PR3914","D529-0BC2","4/26/2020","5","5","3","2","2","2","5","4","Valid"
"PR3915","4971-33F9","4/26/2020","4","5","2","3","1","3","4","3","Valid"
"PR3916","1AC8-361F","4/27/2020","4","3","2","3","0","2","3","3","Valid"
"PR3917","D93A-CC98","4/27/2020","5","4","4","1","1","4","4","3","Valid"
"PR3918","EE63-4E57","4/27/2020","4","4","5","1","1","2","3","2","Valid"
"PR3919","F1BD-033D","4/27/2020","4","2","4","2","0","2","3","2","Valid"
"PR392","6135-885F","9/15/2014","4","3","1","2","1","3","5","5","Valid"
"PR3920","05CD-292D","4/27/2020","3","3","5","2","2","3","3","3","Valid"
"PR3921","FB1F-9947","4/27/2020","4","2","5","3","0","5","5","5","Valid"
"PR3922","C79A-E5E1","4/28/2020","4","3","5","2","2","3","4","4","Valid"
"PR3923","5D73-961A","4/28/2020","5","4","2","1","0","5","5","5","Valid"
"PR3924","A1B4-5481","4/29/2020","4","2","2","1","0","4","4","3","Valid"
"PR3925","D49C-096C","4/29/2020","3","5","4","1","1","3","5","4","Valid"
"PR3926","2F04-931F","4/29/2020","3","5","3","3","2","4","3","3","Valid"
"PR3927","380E-44B4","4/29/2020","4","5","3","1","1","5","4","3","Valid"
"PR3928","5639-70C0","4/29/2020","5","3","2","2","1","5","5","5","Valid"
"PR3929","327B-F6D3","4/30/2020","4","2","3","1","1","3","3","2","Valid"
"PR393","3476-CA56","9/22/2014","4","1","1","3","1","2","4","3","Valid"
"PR3930","B148-55FB","4/30/2020","3","2","2","3","2","2","3","2","Valid"
"PR3931","84D8-1A04","4/30/2020","4","4","4","2","2","4","5","5","Valid"
"PR3932","1472-9F69","5/1/2020","5","5","4","1","0","2","3","3","Valid"
"PR3933","59DB-8465","5/1/2020","5","5","2","3","2","2","4","3","Valid"
"PR3934","D31B-BEF8","5/2/2020","5","2","3","2","2","5","4","4","Valid"
"PR3935","565B-C207","5/2/2020","3","5","4","2","0","3","5","4","Valid"
"PR3936","B90D-4BEF","5/2/2020","4","4","5","2","1","5","4","4","Valid"
"PR3937","13E5-2F17","5/3/2020","3","3","2","3","2","5","3","2","Valid"
"PR3938","ADF8-AD57","5/3/2020","5","2","5","1","1","4","5","4","Valid"
"PR3939","ED5D-E9D8","5/3/2020","5","5","5","1","1","5","4","3","Valid"
"PR394","07F5-A45D","9/23/2014","1","2","1","3","2","2","5","4","Valid"
"PR3940","FB1D-5A51","5/3/2020","5","3","5","2","1","2","3","2","Valid"
"PR3941","FE2B-3DC7","5/4/2020","3","5","4","1","1","5","5","4","Valid"
"PR3942","F3D0-41D1","5/4/2020","5","4","5","2","2","2","3","2","Valid"
"PR3943","11AE-3E4D","5/4/2020","4","5","5","2","0","3","4","4","Valid"
"PR3944","9C6C-E5CE","5/4/2020","4","3","5","1","1","5","4","4","Valid"
"PR3945","2CA8-4E1B","5/5/2020","5","4","3","1","0","4","4","3","Valid"
"PR3946","08E4-D3D5","5/5/2020","4","3","2","2","1","2","3","2","Valid"
"PR3947","D2BE-E6F6","5/5/2020","5","5","4","2","2","2","3","2","Valid"
"PR3948","E8B6-8BAE","5/6/2020","5","4","2","3","0","2","3","2","Valid"
"PR3949","291F-B604","5/7/2020","4","2","2","2","1","4","3","3","Valid"
"PR395","E7D3-03C9","9/25/2014","1","4","3","3","1","3","5","5","Valid"
"PR3950","692B-7152","5/7/2020","5","3","5","1","0","2","3","2","Valid"
"PR3951","5A65-768A","5/7/2020","3","4","5","3","1","2","3","2","Valid"
"PR3952","4657-FE18","5/8/2020","3","4","2","3","0","3","5","4","Valid"
"PR3953","4C41-7F73","5/8/2020","3","2","5","2","2","3","3","3","Valid"
"PR3954","E28D-424B","5/9/2020","5","4","5","1","0","2","5","5","Valid"
"PR3955","7B47-C915","5/9/2020","4","5","2","1","1","5","3","3","Valid"
"PR3956","28F4-8367","5/9/2020","3","4","3","2","1","2","3","3","Valid"
"PR3957","A848-F98B","5/10/2020","4","4","2","3","0","4","5","4","Valid"
"PR3958","DA4C-7F2E","5/10/2020","5","3","3","1","0","4","5","4","Valid"
"PR3959","1C87-44CB","5/11/2020","3","4","2","3","1","5","3","3","Valid"
"PR396","7F61-2397","9/27/2014","1","4","1","3","0","2","3","2","Valid"
"PR3960","41FE-D257","5/11/2020","4","5","5","1","0","2","3","2","Valid"
"PR3961","A690-3D5D","5/11/2020","5","5","4","2","2","4","4","3","Valid"
"PR3962","42CC-040A","5/12/2020","3","4","5","3","2","5","4","4","Valid"
"PR3963","C9FF-3A25","5/12/2020","4","2","3","2","2","5","5","4","Valid"
"PR3964","BE93-0736","5/12/2020","5","2","2","1","1","2","5","5","Valid"
"PR3965","BBD0-FB7D","5/12/2020","3","4","5","2","0","2","4","3","Valid"
"PR3966","1F0F-458C","5/13/2020","3","4","4","3","0","3","3","3","Valid"
"PR3967","A184-3B30","5/13/2020","4","2","5","2","0","2","4","3","Valid"
"PR3968","801C-89BF","5/13/2020","4","4","5","3","3","4","3","3","Valid"
"PR3969","C8BC-3B77","5/13/2020","3","2","5","3","0","3","4","4","Valid"
"PR397","EB81-3E51","9/27/2014","1","2","1","2","0","4","4","3","Valid"
"PR3970","ECC7-B638","5/13/2020","5","4","2","3","0","4","3","3","Valid"
"PR3971","5AC6-91D4","5/13/2020","5","3","2","2","0","3","3","3","Valid"
"PR3972","DE6C-86FC","5/14/2020","5","3","4","3","0","4","4","4","Valid"
"PR3973","1C57-5F2A","5/14/2020","4","4","3","3","0","2","4","4","Valid"
"PR3974","0A05-3943","5/15/2020","3","2","5","1","0","2","5","4","Valid"
"PR3975","9F65-F612","5/15/2020","3","3","4","3","3","3","5","4","Valid"
"PR3976","64D6-0D5F","5/15/2020","4","4","3","1","1","3","3","2","Valid"
"PR3977","26DF-1241","5/15/2020","3","3","5","1","1","4","5","4","Valid"
"PR3978","2BCE-F73C","5/15/2020","5","2","4","1","1","2","5","5","Valid"
"PR3979","9D3C-DA45","5/16/2020","4","2","3","1","1","2","5","4","Valid"
"PR398","1CB3-F7D7","9/29/2014","2","4","4","2","1","2","3","2","Valid"
"PR3980","2523-EFD4","5/17/2020","4","2","4","3","2","4","3","3","Valid"
"PR3981","3A20-7C3E","5/17/2020","5","2","2","3","2","3","3","3","Valid"
"PR3982","4D59-B831","5/18/2020","4","5","2","3","2","2","5","5","Valid"
"PR3983","5060-A677","5/18/2020","3","4","3","3","1","3","5","5","Valid"
"PR3984","A2D0-E2D2","5/18/2020","3","2","4","1","0","2","4","3","Valid"
"PR3985","BE54-8537","5/18/2020","3","2","5","1","1","5","4","4","Valid"
"PR3986","9169-FC4B","5/19/2020","4","2","2","3","0","5","4","3","Valid"
"PR3987","72A2-1105","5/19/2020","3","4","2","1","1","3","4","3","Valid"
"PR3988","E9D9-787A","5/19/2020","4","2","5","2","2","3","3","3","Valid"
"PR3989","00B0-F199","5/20/2020","3","4","3","1","1","4","4","3","Valid"
"PR399","130F-32AB","10/2/2014","4","3","2","1","1","4","4","3","Valid"
"PR3990","5988-3855","5/20/2020","3","3","3","1","0","3","5","5","Valid"
"PR3991","1705-0DE5","5/21/2020","4","2","4","2","2","4","3","2","Valid"
"PR3992","8766-F1E7","5/22/2020","3","3","4","2","1","2","5","4","Valid"
"PR3993","45F9-3A37","5/22/2020","4","5","3","3","0","4","5","4","Valid"
"PR3994","BD1B-53A3","5/22/2020","4","4","5","2","0","3","3","2","Valid"
"PR3995","81BE-17CD","5/22/2020","5","5","2","2","0","4","3","2","Valid"
"PR3996","1B7F-73A9","5/22/2020","3","2","5","3","2","2","4","3","Valid"
"PR3997","3B90-B998","5/22/2020","3","2","5","3","1","3","3","3","Valid"
"PR3998","DF5F-5ED9","5/22/2020","4","4","2","2","0","3","3","3","Valid"
"PR3999","4FCD-7D65","5/22/2020","3","5","3","2","2","2","4","4","Valid"
"PR40","62A3-DEA7","2/4/2013","4","4","2","2","2","4","3","3","Valid"
"PR400","B34E-95FF","10/2/2014","5","2","3","3","1","2","5","4","Valid"
"PR4000","6A09-C910","5/22/2020","5","4","2","1","1","3","5","4","Valid"
"PR4001","06DE-E772","5/23/2020","5","4","4","3","1","5","3","3","Valid"
"PR4002","0F83-39C1","5/23/2020","5","4","4","3","0","2","3","2","Valid"
"PR4003","ED49-73D3","5/23/2020","3","2","2","1","0","2","5","5","Valid"
"PR4004","9C24-CD7A","5/24/2020","4","2","5","3","1","2","5","5","Valid"
"PR4005","242A-4FA0","5/24/2020","3","3","3","2","2","4","4","4","Valid"
"PR4006","566A-FC64","5/24/2020","4","2","3","1","0","5","5","4","Valid"
"PR4007","D91C-815B","5/25/2020","4","4","3","3","1","4","4","4","Valid"
"PR4008","29C2-1A3F","5/25/2020","3","2","3","2","1","4","5","5","Valid"
"PR4009","462E-03DF","5/25/2020","4","5","2","3","0","4","3","2","Valid"
"PR401","277A-A6FA","10/4/2014","4","4","3","1","1","4","5","4","Valid"
"PR4010","2F98-E645","5/26/2020","3","5","2","1","1","2","4","3","Valid"
"PR4011","F469-0427","5/26/2020","3","4","4","2","0","2","5","5","Valid"
"PR4012","4938-402A","5/26/2020","3","4","5","1","1","4","4","3","Valid"
"PR4013","CACA-0D62","5/27/2020","4","4","2","3","1","2","4","4","Valid"
"PR4014","C08F-94F9","5/28/2020","4","4","4","1","1","3","4","4","Valid"
"PR4015","DEBE-1622","5/28/2020","5","3","2","1","0","5","3","3","Valid"
"PR4016","6965-C170","5/28/2020","2","4","3","1","1","1","4","4","Valid"
"PR4017","7349-CCE0","5/28/2020","1","2","2","2","2","4","5","4","Valid"
"PR4018","8FF0-0F7A","5/29/2020","4","4","2","1","1","2","5","4","Valid"
"PR4019","259B-6C50","5/29/2020","3","2","4","3","0","2","3","3","Valid"
"PR402","817D-28CE","10/10/2014","4","2","4","3","3","3","3","3","Valid"
"PR4020","6313-8E62","5/30/2020","3","4","4","1","1","4","4","3","Valid"
"PR4021","F662-DEA5","5/30/2020","4","4","1","1","1","4","3","2","Valid"
"PR4022","76ED-1CF5","5/30/2020","4","3","3","2","2","2","4","3","Valid"
"PR4023","2FAE-9278","5/30/2020","5","5","3","3","2","5","4","4","Valid"
"PR4024","FC47-1953","5/30/2020","3","3","4","3","1","5","4","3","Valid"
"PR4025","B3AF-7E58","5/31/2020","4","2","2","2","2","4","3","3","Valid"
"PR4026","64BA-99F0","5/31/2020","4","3","4","1","1","4","4","3","Valid"
"PR4027","8663-3E02","5/31/2020","3","3","5","3","0","2","4","4","Valid"
"PR4028","F523-1135","5/31/2020","3","4","3","2","1","5","3","2","Valid"
"PR4029","5C87-D7BB","5/31/2020","3","4","4","2","1","4","3","2","Valid"
"PR403","EC6A-DD76","10/10/2014","4","5","5","1","1","2","4","3","Valid"
"PR4030","3A2C-ABB8","6/1/2020","4","5","5","1","1","2","5","4","Valid"
"PR4031","0C7B-2EA6","6/2/2020","3","3","5","1","1","4","5","5","Valid"
"PR4032","06E8-4FD4","6/3/2020","5","3","2","3","1","4","3","3","Valid"
"PR4033","9D7B-9B37","6/4/2020","4","2","4","1","1","4","4","4","Valid"
"PR4034","BBE1-D4A5","6/4/2020","5","4","2","3","1","3","3","2","Valid"
"PR4035","8533-B8FA","6/4/2020","4","5","2","1","1","3","5","4","Valid"
"PR4036","DDBF-9C79","6/5/2020","3","3","5","3","1","2","3","2","Valid"
"PR4037","6CAD-47F0","6/5/2020","4","5","5","3","0","4","4","3","Valid"
"PR4038","CD4D-7BBA","6/5/2020","5","4","2","2","1","5","3","3","Valid"
"PR4039","D3F6-A313","6/6/2020","3","2","3","2","0","4","3","2","Valid"
"PR404","FAC0-942B","10/15/2014","5","2","5","1","1","2","5","5","Valid"
"PR4040","2B70-5A31","6/6/2020","4","3","3","2","2","3","5","5","Valid"
"PR4041","F60C-4888","6/7/2020","3","5","5","1","1","4","5","5","Valid"
"PR4042","0EA5-3A95","6/7/2020","4","4","5","2","0","5","3","2","Valid"
"PR4043","B785-D8F8","6/8/2020","3","3","2","3","0","2","3","3","Valid"
"PR4044","D584-4E31","6/8/2020","4","4","2","2","2","4","5","4","Valid"
"PR4045","8A40-C85A","6/9/2020","3","2","5","3","2","3","5","4","Valid"
"PR4046","19C3-DAE4","6/9/2020","4","2","4","1","1","5","5","5","Valid"
"PR4047","DC67-3B66","6/10/2020","5","4","5","2","1","4","3","3","Valid"
"PR4048","E81C-A653","6/11/2020","5","2","5","2","1","2","4","4","Valid"
"PR4049","DFDC-286C","6/12/2020","4","3","3","3","1","5","3","2","Valid"
"PR405","45FF-ACE6","10/18/2014","3","3","2","1","1","4","5","5","Valid"
"PR4050","3E42-57C8","6/13/2020","3","5","5","3","2","5","3","2","Valid"
"PR4051","E9B9-3944","6/13/2020","4","2","4","3","1","4","3","3","Valid"
"PR4052","A91B-7DC5","6/13/2020","5","2","5","2","0","4","4","3","Valid"
"PR4053","B967-D6D3","6/13/2020","5","4","3","3","1","2","3","2","Valid"
"PR4054","648E-FE5F","6/13/2020","5","5","5","3","1","2","5","4","Valid"
"PR4055","5416-F925","6/14/2020","5","4","3","1","0","2","4","4","Valid"
"PR4056","07C3-7429","6/14/2020","4","5","2","3","0","5","3","3","Valid"
"PR4057","16B6-9C29","6/14/2020","3","3","4","3","0","4","4","4","Valid"
"PR4058","D4BE-786C","6/14/2020","5","3","3","2","2","5","3","3","Valid"
"PR4059","AB5F-244C","6/15/2020","5","5","2","3","1","4","3","3","Valid"
"PR406","AA19-95BD","10/18/2014","5","4","3","3","0","3","3","2","Valid"
"PR4060","4F64-A0E2","6/15/2020","3","2","5","1","1","2","3","2","Valid"
"PR4061","1E61-70EC","6/16/2020","3","4","4","2","1","2","3","3","Valid"
"PR4062","549F-B3E7","6/16/2020","3","5","5","1","1","2","4","4","Valid"
"PR4063","6FE3-2270","6/16/2020","5","3","4","3","2","5","5","5","Valid"
"PR4064","22FF-9076","6/16/2020","3","2","4","3","2","3","3","3","Valid"
"PR4065","B8A5-07A1","6/16/2020","3","5","3","1","0","2","5","4","Valid"
"PR4066","C6F6-CDFE","6/16/2020","5","5","2","1","1","2","4","4","Valid"
"PR4067","005C-E0FB","6/17/2020","3","3","2","1","1","2","4","3","Valid"
"PR4068","00A3-2445","6/18/2020","5","4","2","3","0","2","3","2","Valid"
"PR4069","F4D2-F6F2","6/18/2020","4","2","5","2","1","3","3","3","Valid"
"PR407","7269-88EC","10/19/2014","4","2","2","2","0","3","5","5","Valid"
"PR4070","1C6C-3B67","6/18/2020","3","2","2","3","1","5","3","3","Valid"
"PR4071","BDC5-51CF","6/20/2020","4","5","3","2","1","3","4","4","Valid"
"PR4072","5468-EEE1","6/20/2020","3","3","3","2","1","5","3","2","Valid"
"PR4073","2E72-4BF1","6/21/2020","4","2","5","1","0","2","3","3","Valid"
"PR4074","2937-EB65","6/21/2020","3","4","4","1","0","4","3","2","Valid"
"PR4075","3EB2-9111","6/22/2020","3","2","5","1","1","5","5","5","Valid"
"PR4076","8822-B9C5","6/22/2020","3","5","3","1","1","4","3","2","Valid"
"PR4077","5544-4583","6/22/2020","4","4","2","1","1","5","5","5","Valid"
"PR4078","9CE9-B0D5","6/22/2020","5","3","5","3","0","4","3","2","Valid"
"PR4079","9AAD-D3C1","6/23/2020","2","1","1","1","0","1","4","4","Valid"
"PR408","7378-5351","10/26/2014","3","2","3","3","1","5","5","5","Valid"
"PR4080","95CB-4E31","6/23/2020","1","2","2","3","0","2","5","5","Valid"
"PR4081","9BE8-2C44","6/23/2020","1","2","4","1","1","4","3","3","Valid"
"PR4082","AA67-CB22","6/24/2020","2","3","4","1","1","1","5","4","Valid"
"PR4083","6542-3E93","6/24/2020","3","4","4","1","1","2","3","3","Valid"
"PR4084","4CCA-B1E6","6/25/2020","2","2","3","2","0","4","4","4","Valid"
"PR4085","E8F5-C47D","6/25/2020","3","2","2","2","1","1","5","5","Valid"
"PR4086","8026-658D","6/25/2020","5","5","2","3","0","5","5","5","Valid"
"PR4087","F5CC-33FA","6/25/2020","3","5","4","1","0","4","5","5","Valid"
"PR4088","35D2-818A","6/26/2020","5","3","2","2","2","4","3","3","Valid"
"PR4089","C0C7-A3EF","6/27/2020","3","3","4","1","0","2","3","3","Valid"
"PR409","9C7D-E1B1","10/27/2014","5","5","5","1","0","3","3","3","Valid"
"PR4090","C385-CDBE","6/27/2020","4","5","3","3","0","5","4","3","Valid"
"PR4091","2B7A-9C73","6/28/2020","3","5","3","2","0","3","3","3","Valid"
"PR4092","E46A-3676","6/28/2020","3","4","2","2","0","2","5","5","Valid"
"PR4093","ABDA-F749","6/28/2020","4","4","3","1","1","2","4","4","Valid"
"PR4094","6A0D-9C4D","6/29/2020","2","4","2","2","2","2","4","4","Valid"
"PR4095","D676-4ECC","6/29/2020","3","3","2","2","2","3","5","5","Valid"
"PR4096","74F3-DF3D","6/29/2020","3","2","2","1","1","4","5","4","Valid"
"PR4097","C026-3E38","6/29/2020","4","3","2","3","3","4","4","3","Valid"
"PR4098","AF11-04C3","6/29/2020","4","2","2","2","2","2","4","4","Valid"
"PR4099","4C88-27A1","6/30/2020","1","4","3","1","1","1","4","4","Valid"
"PR41","8EE9-E86D","2/5/2013","3","2","4","2","1","4","3","2","Valid"
"PR410","8C57-8F84","10/29/2014","4","5","4","2","2","4","4","3","Valid"
"PR4100","5731-90E6","6/30/2020","4","2","3","3","3","4","3","3","Valid"
"PR4101","FBC2-C5FA","6/30/2020","5","2","3","2","1","3","5","4","Valid"
"PR4102","5E9A-FE30","6/30/2020","5","2","4","2","1","5","4","4","Valid"
"PR4103","E72B-64FA","6/30/2020","5","2","2","2","1","3","5","5","Valid"
"PR4104","3747-3110","7/1/2020","5","3","5","2","0","5","3","3","Valid"
"PR4105","F9B6-C80B","7/2/2020","4","3","2","3","0","2","3","2","Valid"
"PR4106","0AA2-881A","7/3/2020","5","3","5","3","1","2","5","4","Valid"
"PR4107","A7F8-24EA","7/3/2020","4","4","5","3","1","4","4","3","Valid"
"PR4108","2F85-AF81","7/4/2020","5","3","5","2","1","4","4","3","Valid"
"PR4109","5395-75A1","7/4/2020","3","2","4","1","1","5","4","3","Valid"
"PR411","3012-1A41","10/31/2014","3","4","2","1","0","3","4","3","Valid"
"PR4110","5919-4ADE","7/4/2020","4","5","2","2","2","5","4","3","Valid"
"PR4111","427A-8C69","7/5/2020","5","4","4","3","1","3","4","4","Valid"
"PR4112","C389-FC34","7/5/2020","3","2","3","2","0","2","5","4","Valid"
"PR4113","8B79-18F1","7/7/2020","3","4","5","3","1","2","4","3","Valid"
"PR4114","AF58-5D1B","7/7/2020","5","5","3","2","1","2","3","2","Valid"
"PR4115","0E79-8257","7/7/2020","5","2","5","1","0","2","3","3","Valid"
"PR4116","0FC8-561B","7/8/2020","4","2","2","2","0","3","3","3","Valid"
"PR4117","7B98-EA6F","7/8/2020","4","3","4","2","2","3","5","5","Valid"
"PR4118","380F-A08A","7/8/2020","5","2","2","1","0","4","5","5","Valid"
"PR4119","58FA-C451","7/8/2020","4","4","3","1","0","4","3","2","Valid"
"PR412","6280-B47F","11/1/2014","3","2","4","1","0","2","5","5","Valid"
"PR4120","9A87-71F6","7/8/2020","3","4","4","2","0","2","4","3","Valid"
"PR4121","90EB-28D4","7/8/2020","4","2","4","2","2","3","4","4","Valid"
"PR4122","E268-61EB","7/9/2020","3","3","4","1","1","5","5","5","Valid"
"PR4123","132B-F2B2","7/9/2020","5","5","5","2","0","4","3","3","Valid"
"PR4124","A2B5-823F","7/9/2020","5","4","5","1","0","4","4","3","Valid"
"PR4125","9BC9-1288","7/9/2020","4","2","2","1","1","3","4","3","Valid"
"PR4126","BDE5-385A","7/9/2020","3","5","5","1","1","5","4","4","Valid"
"PR4127","6345-2F33","7/10/2020","5","5","5","3","0","4","4","4","Valid"
"PR4128","9900-1159","7/10/2020","4","2","4","3","2","5","5","5","Valid"
"PR4129","6AD1-5EE8","7/10/2020","5","2","3","2","0","3","3","2","Valid"
"PR413","86E9-319B","11/3/2014","5","3","3","3","1","2","3","2","Valid"
"PR4130","DCD4-C785","7/11/2020","3","3","4","3","3","4","3","3","Valid"
"PR4131","1A38-1D62","7/11/2020","4","5","2","3","2","4","4","3","Valid"
"PR4132","8583-9174","7/12/2020","5","3","2","1","0","2","3","3","Valid"
"PR4133","29F6-C6CA","7/12/2020","5","3","5","3","1","4","3","3","Valid"
"PR4134","5293-AC5C","7/13/2020","5","3","5","2","0","2","3","3","Valid"
"PR4135","F961-5A03","7/13/2020","4","3","2","3","2","3","3","2","Valid"
"PR4136","1243-8B63","7/13/2020","5","2","4","1","0","3","5","4","Valid"
"PR4137","E324-1C33","7/14/2020","5","5","5","3","1","3","3","3","Valid"
"PR4138","2A20-28CD","7/14/2020","3","3","5","1","1","3","4","3","Valid"
"PR4139","61E5-836E","7/14/2020","3","4","3","2","1","4","3","3","Valid"
"PR414","7FA1-BC64","11/4/2014","5","3","5","3","1","2","5","4","Valid"
"PR4140","D906-B674","7/16/2020","4","3","5","3","0","4","5","5","Valid"
"PR4141","CCAB-4B80","7/16/2020","3","5","5","3","0","5","3","2","Valid"
"PR4142","DFA2-1B8F","7/16/2020","3","3","4","3","1","3","3","3","Valid"
"PR4143","D8FC-E2F7","7/17/2020","4","3","3","2","2","4","5","5","Valid"
"PR4144","F0C3-4859","7/17/2020","2","2","3","1","0","2","4","3","Valid"
"PR4145","F4A3-2126","7/17/2020","3","3","3","1","0","4","4","3","Valid"
"PR4146","13FA-3559","7/17/2020","4","3","2","1","1","2","4","3","Valid"
"PR4147","D926-DED9","7/17/2020","1","2","3","3","2","3","5","4","Valid"
"PR4148","F83C-CA1D","7/18/2020","3","5","5","3","1","2","4","3","Valid"
"PR4149","C0BE-FED0","7/18/2020","3","5","2","1","1","4","4","3","Valid"
"PR415","EC6E-7F42","11/6/2014","3","4","5","2","0","3","5","5","Valid"
"PR4150","307F-9BFA","7/18/2020","3","3","4","3","1","4","4","4","Valid"
"PR4151","F8D4-3CAB","7/18/2020","3","3","2","3","2","5","5","4","Valid"
"PR4152","AA87-13D8","7/19/2020","4","4","4","2","0","3","3","2","Valid"
"PR4153","806F-B986","7/19/2020","3","2","5","2","1","5","3","2","Valid"
